"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value"
"2015M02","Belgium","Total","Total","From 35 to 64 years","Asylum applicant","Person","355"
"2015M02","Belgium","Total","Total","From 35 to 64 years","First time applicant","Person","200"
"2015M02","Belgium","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M02","Belgium","Total","Total","65 years or over","First time applicant","Person","15"
"2015M02","Bulgaria","Total","Total","Less than 14 years","Asylum applicant","Person","135"
"2015M02","Bulgaria","Total","Total","Less than 14 years","First time applicant","Person","135"
"2015M02","Bulgaria","Total","Total","From 14 to 17 years","Asylum applicant","Person","80"
"2015M02","Bulgaria","Total","Total","From 14 to 17 years","First time applicant","Person","80"
"2015M02","Bulgaria","Total","Total","From 18 to 34 years","Asylum applicant","Person","690"
"2015M02","Bulgaria","Total","Total","From 18 to 34 years","First time applicant","Person","675"
"2015M02","Bulgaria","Total","Total","From 35 to 64 years","Asylum applicant","Person","140"
"2015M02","Bulgaria","Total","Total","From 35 to 64 years","First time applicant","Person","135"
"2015M02","Bulgaria","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M02","Bulgaria","Total","Total","65 years or over","First time applicant","Person","5"
"2015M02","Czech Republic","Total","Total","Less than 14 years","Asylum applicant","Person","15"
"2015M02","Czech Republic","Total","Total","Less than 14 years","First time applicant","Person","10"
"2015M02","Czech Republic","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M02","Czech Republic","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M02","Czech Republic","Total","Total","From 18 to 34 years","Asylum applicant","Person","55"
"2015M02","Czech Republic","Total","Total","From 18 to 34 years","First time applicant","Person","45"
"2015M02","Czech Republic","Total","Total","From 35 to 64 years","Asylum applicant","Person","45"
"2015M02","Czech Republic","Total","Total","From 35 to 64 years","First time applicant","Person","30"
"2015M02","Czech Republic","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M02","Czech Republic","Total","Total","65 years or over","First time applicant","Person","5"
"2015M02","Denmark","Total","Total","Less than 14 years","Asylum applicant","Person","60"
"2015M02","Denmark","Total","Total","Less than 14 years","First time applicant","Person","55"
"2015M02","Denmark","Total","Total","From 14 to 17 years","Asylum applicant","Person","65"
"2015M02","Denmark","Total","Total","From 14 to 17 years","First time applicant","Person","65"
"2015M02","Denmark","Total","Total","From 18 to 34 years","Asylum applicant","Person","210"
"2015M02","Denmark","Total","Total","From 18 to 34 years","First time applicant","Person","200"
"2015M02","Denmark","Total","Total","From 35 to 64 years","Asylum applicant","Person","105"
"2015M02","Denmark","Total","Total","From 35 to 64 years","First time applicant","Person","100"
"2015M02","Denmark","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M02","Denmark","Total","Total","65 years or over","First time applicant","Person","5"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","Asylum applicant","Person","7 105"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","Less than 14 years","First time applicant","Person","6 340"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","Asylum applicant","Person","1 765"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 14 to 17 years","First time applicant","Person","1 555"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","Asylum applicant","Person","13 090"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 18 to 34 years","First time applicant","Person","11 715"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","Asylum applicant","Person","5 530"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","From 35 to 64 years","First time applicant","Person","4 280"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","Asylum applicant","Person","215"
"2015M02","Germany (until 1990 former territory of the FRG)","Total","Total","65 years or over","First time applicant","Person","185"
"2015M02","Estonia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M02","Estonia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M02","Estonia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M02","Estonia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M02","Estonia","Total","Total","From 18 to 34 years","Asylum applicant","Person","10"
"2015M02","Estonia","Total","Total","From 18 to 34 years","First time applicant","Person","10"
"2015M02","Estonia","Total","Total","From 35 to 64 years","Asylum applicant","Person","5"
"2015M02","Estonia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M02","Estonia","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M02","Estonia","Total","Total","65 years or over","First time applicant","Person","5"
"2015M02","Ireland","Total","Total","Less than 14 years","Asylum applicant","Person","20"
"2015M02","Ireland","Total","Total","Less than 14 years","First time applicant","Person","20"
"2015M02","Ireland","Total","Total","From 14 to 17 years","Asylum applicant","Person","5"
"2015M02","Ireland","Total","Total","From 14 to 17 years","First time applicant","Person","5"
"2015M02","Ireland","Total","Total","From 18 to 34 years","Asylum applicant","Person","135"
"2015M02","Ireland","Total","Total","From 18 to 34 years","First time applicant","Person","135"
"2015M02","Ireland","Total","Total","From 35 to 64 years","Asylum applicant","Person","40"
"2015M02","Ireland","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M02","Ireland","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M02","Ireland","Total","Total","65 years or over","First time applicant","Person","0"
"2015M02","Greece","Total","Total","Less than 14 years","Asylum applicant","Person","115"
"2015M02","Greece","Total","Total","Less than 14 years","First time applicant","Person","110"
"2015M02","Greece","Total","Total","From 14 to 17 years","Asylum applicant","Person","75"
"2015M02","Greece","Total","Total","From 14 to 17 years","First time applicant","Person","70"
"2015M02","Greece","Total","Total","From 18 to 34 years","Asylum applicant","Person","615"
"2015M02","Greece","Total","Total","From 18 to 34 years","First time applicant","Person","530"
"2015M02","Greece","Total","Total","From 35 to 64 years","Asylum applicant","Person","205"
"2015M02","Greece","Total","Total","From 35 to 64 years","First time applicant","Person","180"
"2015M02","Greece","Total","Total","65 years or over","Asylum applicant","Person","5"
"2015M02","Greece","Total","Total","65 years or over","First time applicant","Person","5"
"2015M02","Spain","Total","Total","Less than 14 years","Asylum applicant","Person","165"
"2015M02","Spain","Total","Total","Less than 14 years","First time applicant","Person","165"
"2015M02","Spain","Total","Total","From 14 to 17 years","Asylum applicant","Person","30"
"2015M02","Spain","Total","Total","From 14 to 17 years","First time applicant","Person","30"
"2015M02","Spain","Total","Total","From 18 to 34 years","Asylum applicant","Person","445"
"2015M02","Spain","Total","Total","From 18 to 34 years","First time applicant","Person","440"
"2015M02","Spain","Total","Total","From 35 to 64 years","Asylum applicant","Person","210"
"2015M02","Spain","Total","Total","From 35 to 64 years","First time applicant","Person","210"
"2015M02","Spain","Total","Total","65 years or over","Asylum applicant","Person","10"
"2015M02","Spain","Total","Total","65 years or over","First time applicant","Person","10"
"2015M02","France","Total","Total","Less than 14 years","Asylum applicant","Person","1 020"
"2015M02","France","Total","Total","Less than 14 years","First time applicant","Person","1 020"
"2015M02","France","Total","Total","From 14 to 17 years","Asylum applicant","Person","160"
"2015M02","France","Total","Total","From 14 to 17 years","First time applicant","Person","160"
"2015M02","France","Total","Total","From 18 to 34 years","Asylum applicant","Person","2 750"
"2015M02","France","Total","Total","From 18 to 34 years","First time applicant","Person","2 475"
"2015M02","France","Total","Total","From 35 to 64 years","Asylum applicant","Person","1 595"
"2015M02","France","Total","Total","From 35 to 64 years","First time applicant","Person","1 385"
"2015M02","France","Total","Total","65 years or over","Asylum applicant","Person","100"
"2015M02","France","Total","Total","65 years or over","First time applicant","Person","95"
"2015M02","Croatia","Total","Total","Less than 14 years","Asylum applicant","Person","0"
"2015M02","Croatia","Total","Total","Less than 14 years","First time applicant","Person","0"
"2015M02","Croatia","Total","Total","From 14 to 17 years","Asylum applicant","Person","0"
"2015M02","Croatia","Total","Total","From 14 to 17 years","First time applicant","Person","0"
"2015M02","Croatia","Total","Total","From 18 to 34 years","Asylum applicant","Person","15"
"2015M02","Croatia","Total","Total","From 18 to 34 years","First time applicant","Person","5"
"2015M02","Croatia","Total","Total","From 35 to 64 years","Asylum applicant","Person","10"
"2015M02","Croatia","Total","Total","From 35 to 64 years","First time applicant","Person","5"
"2015M02","Croatia","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M02","Croatia","Total","Total","65 years or over","First time applicant","Person","0"
"2015M02","Italy","Total","Total","Less than 14 years","Asylum applicant","Person","220"
"2015M02","Italy","Total","Total","Less than 14 years","First time applicant","Person","215"
"2015M02","Italy","Total","Total","From 14 to 17 years","Asylum applicant","Person","330"
"2015M02","Italy","Total","Total","From 14 to 17 years","First time applicant","Person","330"
"2015M02","Italy","Total","Total","From 18 to 34 years","Asylum applicant","Person","4 020"
"2015M02","Italy","Total","Total","From 18 to 34 years","First time applicant","Person","3 985"
"2015M02","Italy","Total","Total","From 35 to 64 years","Asylum applicant","Person","555"
"2015M02","Italy","Total","Total","From 35 to 64 years","First time applicant","Person","535"
"2015M02","Italy","Total","Total","65 years or over","Asylum applicant","Person","15"
"2015M02","Italy","Total","Total","65 years or over","First time applicant","Person","15"
"2015M02","Cyprus","Total","Total","Less than 14 years","Asylum applicant","Person","10"
"2015M02","Cyprus","Total","Total","Less than 14 years","First time applicant","Person","10"
"2015M02","Cyprus","Total","Total","From 14 to 17 years","Asylum applicant","Person","10"
"2015M02","Cyprus","Total","Total","From 14 to 17 years","First time applicant","Person","10"
"2015M02","Cyprus","Total","Total","From 18 to 34 years","Asylum applicant","Person","80"
"2015M02","Cyprus","Total","Total","From 18 to 34 years","First time applicant","Person","70"
"2015M02","Cyprus","Total","Total","From 35 to 64 years","Asylum applicant","Person","35"
"2015M02","Cyprus","Total","Total","From 35 to 64 years","First time applicant","Person","35"
"2015M02","Cyprus","Total","Total","65 years or over","Asylum applicant","Person","0"
"2015M02","Cyprus","Total","Total","65 years or over","First time applicant","Person","0"
